"Year","State","State ANSI","category","use","chem_name","chem_num","Value","measurement"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," FUNGICIDE","IPRODIONE",109801,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," FUNGICIDE","ISOFETAMID",270000,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," FUNGICIDE","MANCOZEB",14504,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," FUNGICIDE","MEFENOXAM",113502,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," FUNGICIDE","MONO-POTASSIUM SALT",76416,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," FUNGICIDE","PENTHIOPYRAD",90112,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," FUNGICIDE","PROPICONAZOLE",122101,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," FUNGICIDE","PYDIFLUMETOFEN",90110,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," FUNGICIDE","PYRACLOSTROBIN",99100,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," FUNGICIDE","PYRIMETHANIL",288201,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," FUNGICIDE","SULFUR",77501,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," FUNGICIDE","TETRACONAZOLE",120603,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," FUNGICIDE","THIOPHANATE-METHYL",102001,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," FUNGICIDE","THIRAM",79801,"5.8","NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," FUNGICIDE","TRIFLUMIZOLE",128879,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," HERBICIDE","2",NA,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," HERBICIDE","CLETHODIM",121011,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," HERBICIDE","FLUMIOXAZIN",129034,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," HERBICIDE","GLYPHOSATE ISO. SALT",103601,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," HERBICIDE","PARAQUAT",61601,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","ABAMECTIN",122804,"1.1","NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","ACETAMIPRID",99050,"1.2","NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","BIFENAZATE",586,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","BIFENTHRIN",128825,"1.2","NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","BT KURSTAKI ABTS-351",6522,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","CHLORANTRANILIPROLE",90100,"1.1","NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","CYANTRANILIPROLE",90098,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","DIAZINON",57801,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","FENPROPATHRIN",127901,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","FLUPYRADIFURONE",122304,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","HEXYTHIAZOX",128849,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","IMIDACLOPRID",129099,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","LAMBDA-CYHALOTHRIN",128897,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","MALATHION",57701,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","METHOMYL",90301,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","NALED",34401,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","NOVALURON",124002,"2.3","NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","PIPERONYL BUTOXIDE",67501,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","PYRETHRINS",69001,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","SPINETORAM",110007,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","SPINOSAD",110003,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","SULFOXAFLOR",5210,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," INSECTICIDE","THIAMETHOXAM",60109,"1.1","NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," OTHER","CYTOKININS",116801,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," OTHER","FLUTRIAFOL",128940,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," OTHER","INDOLEBUTYRIC ACID",46701,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," OTHER","METAM-POTASSIUM",39002,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - APPLICATIONS "," OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009",6800,NA,"NUMBER, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","AZOXYSTROBIN",128810,"3","PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727",16489,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","BOSCALID",128008,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","CAPTAN",81301,"96","PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","CHLOROTHALONIL",81901,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","COPPER CHLORIDE HYD.",23501,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","COPPER HYDROXIDE",23401,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","CYFLUFENAMID",555550,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","CYMOXANIL",129106,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","CYPRODINIL",288202,"91","PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","DIFENOCONAZOLE",128847,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","FAMOXADONE",113202,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","FENHEXAMID",90209,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","FLUDIOXONIL",71503,"91","PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","FLUOPYRAM",80302,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","FLUXAPYROXAD",138009,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","FOSETYL-AL",123301,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","IPRODIONE",109801,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","ISOFETAMID",270000,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","MANCOZEB",14504,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","MEFENOXAM",113502,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","MONO-POTASSIUM SALT",76416,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","PENTHIOPYRAD",90112,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","PROPICONAZOLE",122101,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","PYDIFLUMETOFEN",90110,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","PYRACLOSTROBIN",99100,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","PYRIMETHANIL",288201,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","SULFUR",77501,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","TETRACONAZOLE",120603,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","THIOPHANATE-METHYL",102001,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","THIRAM",79801,"63","PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","CHEMICAL",NA,"100","PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," FUNGICIDE","TRIFLUMIZOLE",128879,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," HERBICIDE","2",NA,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," HERBICIDE","CLETHODIM",121011,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," HERBICIDE","FLUMIOXAZIN",129034,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," HERBICIDE","GLYPHOSATE ISO. SALT",103601,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," HERBICIDE","PARAQUAT",61601,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," HERBICIDE","CHEMICAL",NA,"26","PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","ABAMECTIN",122804,"14","PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","ACETAMIPRID",99050,"20","PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","BIFENAZATE",586,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","BIFENTHRIN",128825,"6","PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","BT KURSTAKI ABTS-351",6522,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","CHLORANTRANILIPROLE",90100,"42","PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","CYANTRANILIPROLE",90098,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","DIAZINON",57801,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","FENPROPATHRIN",127901,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","FLUPYRADIFURONE",122304,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","HEXYTHIAZOX",128849,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","IMIDACLOPRID",129099,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","LAMBDA-CYHALOTHRIN",128897,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","MALATHION",57701,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","METHOMYL",90301,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","NALED",34401,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","NOVALURON",124002,"59","PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","PIPERONYL BUTOXIDE",67501,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","PYRETHRINS",69001,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","SPINETORAM",110007,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","SPINOSAD",110003,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","SULFOXAFLOR",5210,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","THIAMETHOXAM",60109,"42","PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," INSECTICIDE","CHEMICAL",NA,"65","PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," OTHER","CYTOKININS",116801,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," OTHER","FLUTRIAFOL",128940,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," OTHER","INDOLEBUTYRIC ACID",46701,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," OTHER","METAM-POTASSIUM",39002,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009",6800,NA,"PCT OF AREA BEARING, AVG"
2023,"FLORIDA","12"," BEARING - TREATED "," OTHER","CHEMICAL",NA,"22","PCT OF AREA BEARING, AVG"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","AZOXYSTROBIN",128810,"1,900","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727",16489,"(NA)","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS MBI 600",129082,"(NA)","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",16482,"(NA)","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","BACILLUS PUMILUS",6485,"(NA)","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","BACILLUS SUBTILIS",6479,"(NA)","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","BLAD",30006,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","BORAX DECAHYDRATE",11102,"100","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","BOSCALID",128008,"2,100","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19",6544,"(NA)","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","CAPTAN",81301,"253,600","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","COPPER OCTANOATE",23306,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","CYFLUFENAMID",555550,"500","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","CYPRODINIL",288202,"11,300","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","DIFENOCONAZOLE",128847,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","FENHEXAMID",90209,"16,700","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","FLUDIOXONIL",71503,"7,500","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","FLUOPYRAM",80302,"3,800","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","FLUXAPYROXAD",138009,"1,800","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","FOSETYL-AL",123301,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","ISOFETAMID",270000,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","MEFENOXAM",113502,"2,400","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","MONO-POTASSIUM SALT",76416,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","MYCLOBUTANIL",128857,"4,100","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","PENTHIOPYRAD",90112,"3,400","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","POLYOXIN D ZINC SALT",230000,"2,300","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","POTASSIUM BICARBON.",73508,"10,600","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","PROPICONAZOLE",122101,"1,200","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","PYRACLOSTROBIN",99100,"3,100","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","PYRIMETHANIL",288201,"10,800","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","QUINOLINE",55459,"2,000","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","STREPTOMYCES LYDICUS",6327,"(NA)","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","SULFUR",77501,"591,200","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","TETRACONAZOLE",120603,"800","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","THIOPHANATE-METHYL",102001,"9,400","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","THIRAM",79801,"96,300","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","CHEMICAL",NA,"1,056,400","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","TRIFLOXYSTROBIN",129112,"3,900","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," FUNGICIDE","TRIFLUMIZOLE",128879,"6,300","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," HERBICIDE","CARFENTRAZONE-ETHYL",128712,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," HERBICIDE","FLUMIOXAZIN",129034,"500","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," HERBICIDE","GLYPHOSATE ISO. SALT",103601,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," HERBICIDE","GLYPHOSATE POT. SALT",103613,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," HERBICIDE","NAPROPAMIDE",103001,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," HERBICIDE","OXYFLUORFEN",111601,"1,700","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," HERBICIDE","PARAQUAT",61601,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," HERBICIDE","PENDIMETHALIN",108501,"10,800","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," HERBICIDE","CHEMICAL",NA,"16,900","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","ABAMECTIN",122804,"200","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","ACEQUINOCYL",6329,"7,400","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","ACETAMIPRID",99050,"2,300","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","AZADIRACHTIN",121701,"600","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BEAUVERIA BASSIANA",128924,"(NA)","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BIFENAZATE",586,"16,700","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BIFENTHRIN",128825,"3,400","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BT KURSTAK ABTS-1857",6523,"(NA)","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BT KURSTAKI ABTS-351",6522,"(NA)","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BT KURSTAKI EG7841",6453,"(NA)","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BT KURSTAKI SA-11",6519,"(NA)","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BT SUB AIZAWAI GC-91",6426,"(NA)","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BUPROFEZIN",275100,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","BURKHOLDERIA A396 CELLS & MEDIA",6534,"(NA)","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","CANOLA OIL",11332,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","CHLORANTRANILIPROLE",90100,"1,800","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",16329,"(NA)","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","CYANTRANILIPROLE",90098,"1,100","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","CYFLUMETOFEN",138831,"5,500","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","DIAZINON",57801,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","ETOXAZOLE",107091,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","FENBUTATIN-OXIDE",104601,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","FENPROPATHRIN",127901,"2,500","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","FENPYROXIMATE",129131,"200","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","FLONICAMID",128016,"3,600","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","FLUPYRADIFURONE",122304,"3,600","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","HELICOVERPA ZEA NPV",107300,"(NA)","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","HEXYTHIAZOX",128849,"2,600","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","IMIDACLOPRID",129099,"2,500","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","MALATHION",57701,"29,100","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","METHOXYFENOZIDE",121027,"2,600","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","NALED",34401,"2,900","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","NEEM OIL",25006,"3,100","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","NEEM OIL",NA,"5,800","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","NOVALURON",124002,"3,300","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","PETROLEUM DISTILLATE",63503,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","PIPERONYL BUTOXIDE",67501,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","POTASSIUM SALTS",79021,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","PYRETHRINS",69001,"100","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","PYRIDABEN",129105,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","PYRIPROXYFEN",129032,NA,"LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","SPINETORAM",110007,"2,200","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","SPINOSAD",110003,"1,800","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","SPIROMESIFEN",24875,"700","LB"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS "," INSECTICIDE","THIAMETHOXAM",60109,"600","LB"
