"Year","Period","Geo Level","State","State ANSI","category","Domain","use","chem_name","chem_num","Value","measurement"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL",102001,"15","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," FUNGICIDE","THIRAM",79801,"70","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," FUNGICIDE","CHEMICAL",NA,"92","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," FUNGICIDE","TRIFLOXYSTROBIN",129112,"87","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," FUNGICIDE","TRIFLUMIZOLE",128879,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," HERBICIDE","CARFENTRAZONE-ETHYL",128712,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," HERBICIDE","FLUMIOXAZIN",129034,"29","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," HERBICIDE","OXYFLUORFEN",111601,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," HERBICIDE","PENDIMETHALIN",108501,"28","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," HERBICIDE","CHEMICAL",NA,"29","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","ABAMECTIN",122804,"30","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","ACEQUINOCYL",6329,"46","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","ACETAMIPRID",99050,"43","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","AZADIRACHTIN",121701,"57","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","BEAUVERIA BASSIANA",128924,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","BIFENAZATE",586,"61","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","BIFENTHRIN",128825,"60","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","BT KURSTAK ABTS-1857",6523,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","BT KURSTAKI ABTS-351",6522,"7","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","BT KURSTAKI SA-11",6519,"34","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","CANOLA OIL",11332,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE",90100,"29","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",16329,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","CYANTRANILIPROLE",90098,"16","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","CYFLUMETOFEN",138831,"44","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","ETOXAZOLE",107091,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","FENBUTATIN-OXIDE",104601,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","FENPROPATHRIN",127901,"47","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","FENPYROXIMATE",129131,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","FLONICAMID",128016,"73","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","FLUPYRADIFURONE",122304,"37","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","HEXYTHIAZOX",128849,"55","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","IMIDACLOPRID",129099,"15","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","LAMBDA-CYHALOTHRIN",128897,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","MALATHION",57701,"19","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","METHOXYFENOZIDE",121027,"66","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","NALED",34401,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","NEEM OIL",25006,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","NEEM OIL",NA,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","NOVALURON",124002,"56","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","PIPERONYL BUTOXIDE",67501,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","PYRETHRINS",69001,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","PYRIDABEN",129105,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","SPINETORAM",110007,"70","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","SPINOSAD",110003,"27","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","THIAMETHOXAM",60109,"33","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","CHEMICAL",NA,"93","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," OTHER","ACIBENZOLAR-S-METHYL",61402,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," OTHER","CAPSICUM OLEORESIN EXTRACT",70704,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," OTHER","CHLOROPICRIN",81501,"59","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," OTHER","DICHLOROPROPENE",29001,"29","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," OTHER","FLUTRIAFOL",128940,"41","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," OTHER","GARLIC OIL",128827,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," OTHER","HYDROGEN PEROXIDE",595,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," OTHER","IRON PHOSPHATE",34903,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," OTHER","METALDEHYDE",53001,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," OTHER","METAM-POTASSIUM",39002,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," OTHER","METAM-SODIUM",39003,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," OTHER","PEROXYACETIC ACID",63201,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009",6800,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," OTHER","REYNOUTRIA SACHALINE",55809,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","CHEMICAL"," OTHER","CHEMICAL",NA,"71","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","FERTILIZER",NA,"FERTILIZER: (NITROGEN)",NA,"61","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","FERTILIZER",NA,"FERTILIZER: (PHOSPHATE)",NA,"63","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","FERTILIZER",NA,"FERTILIZER: (POTASH)",NA,"72","PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," BEARING - TREATED ","FERTILIZER",NA,"FERTILIZER: (SULFUR)",NA,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","CALIFORNIA","06"," FRESH MARKET - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"$"
2023,"YEAR","STATE","CALIFORNIA","06"," FRESH MARKET UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"CWT"
2023,"YEAR","STATE","CALIFORNIA","06"," NOT SOLD - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"24,600","CWT"
2023,"YEAR","STATE","CALIFORNIA","06"," PROCESSING - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"$"
2023,"YEAR","STATE","CALIFORNIA","06"," PROCESSING UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"CWT"
2023,"YEAR","STATE","CALIFORNIA","06"," UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"24,575,400","CWT"
2023,"YEAR","STATE","FLORIDA","12"," ACRES HARVESTED","TOTAL",NA,"NOT SPECIFIED",NA,"14,100",NA
2023,"YEAR","STATE","FLORIDA","12"," ACRES PLANTED","TOTAL",NA,"NOT SPECIFIED",NA,"14,200",NA
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," FUNGICIDE","OXATHIAPIPROLIN",128111,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," FUNGICIDE","PYRIOFENONE",28828,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," FUNGICIDE","ZOXAMIDE",101702,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," HERBICIDE","METSULFURON-METHYL",122010,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," HERBICIDE","PENOXSULAM",119031,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," HERBICIDE","S-METOLACHLOR",108800,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," INSECTICIDE","BETA-CYFLUTHRIN",118831,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," INSECTICIDE","ETHYL (2E;4Z)-DECADIENOATE",144022,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," INSECTICIDE","OXAMYL",103801,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," OTHER","CUPRAMMONIUM ACETATE",36011,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," OTHER","DODECADIEN-1-OL",129028,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," OTHER","FLUENSULFONE",50410,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," OTHER","GIBBERELLIC ACID",43801,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," FUNGICIDE","OXATHIAPIPROLIN",128111,NA,"LB / ACRE / APPLICATION, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," FUNGICIDE","PYRIOFENONE",28828,NA,"LB / ACRE / APPLICATION, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," FUNGICIDE","ZOXAMIDE",101702,NA,"LB / ACRE / APPLICATION, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," HERBICIDE","METSULFURON-METHYL",122010,NA,"LB / ACRE / APPLICATION, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," HERBICIDE","PENOXSULAM",119031,NA,"LB / ACRE / APPLICATION, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," HERBICIDE","S-METOLACHLOR",108800,NA,"LB / ACRE / APPLICATION, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," INSECTICIDE","BETA-CYFLUTHRIN",118831,NA,"LB / ACRE / APPLICATION, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," INSECTICIDE","ETHYL (2E;4Z)-DECADIENOATE",144022,NA,"LB / ACRE / APPLICATION, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," INSECTICIDE","OXAMYL",103801,NA,"LB / ACRE / APPLICATION, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," OTHER","CUPRAMMONIUM ACETATE",36011,NA,"LB / ACRE / APPLICATION, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," OTHER","DODECADIEN-1-OL",129028,NA,"LB / ACRE / APPLICATION, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," OTHER","FLUENSULFONE",50410,NA,"LB / ACRE / APPLICATION, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," OTHER","GIBBERELLIC ACID",43801,NA,"LB / ACRE / APPLICATION, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," FUNGICIDE","OXATHIAPIPROLIN",128111,NA,"LB / ACRE / YEAR, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," FUNGICIDE","PYRIOFENONE",28828,NA,"LB / ACRE / YEAR, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," FUNGICIDE","ZOXAMIDE",101702,NA,"LB / ACRE / YEAR, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," HERBICIDE","METSULFURON-METHYL",122010,NA,"LB / ACRE / YEAR, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," HERBICIDE","PENOXSULAM",119031,NA,"LB / ACRE / YEAR, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," HERBICIDE","S-METOLACHLOR",108800,NA,"LB / ACRE / YEAR, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," INSECTICIDE","BETA-CYFLUTHRIN",118831,NA,"LB / ACRE / YEAR, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," INSECTICIDE","ETHYL (2E;4Z)-DECADIENOATE",144022,NA,"LB / ACRE / YEAR, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," INSECTICIDE","OXAMYL",103801,NA,"LB / ACRE / YEAR, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," OTHER","CUPRAMMONIUM ACETATE",36011,NA,"LB / ACRE / YEAR, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," OTHER","DODECADIEN-1-OL",129028,NA,"LB / ACRE / YEAR, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," OTHER","FLUENSULFONE",50410,NA,"LB / ACRE / YEAR, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," OTHER","GIBBERELLIC ACID",43801,NA,"LB / ACRE / YEAR, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," FUNGICIDE","OXATHIAPIPROLIN",128111,NA,"NUMBER, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," FUNGICIDE","PYRIOFENONE",28828,NA,"NUMBER, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," FUNGICIDE","ZOXAMIDE",101702,NA,"NUMBER, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," HERBICIDE","METSULFURON-METHYL",122010,NA,"NUMBER, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," HERBICIDE","PENOXSULAM",119031,NA,"NUMBER, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," HERBICIDE","S-METOLACHLOR",108800,NA,"NUMBER, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," INSECTICIDE","BETA-CYFLUTHRIN",118831,NA,"NUMBER, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," INSECTICIDE","ETHYL (2E;4Z)-DECADIENOATE",144022,NA,"NUMBER, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," INSECTICIDE","OXAMYL",103801,NA,"NUMBER, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," OTHER","CUPRAMMONIUM ACETATE",36011,NA,"NUMBER, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," OTHER","DODECADIEN-1-OL",129028,NA,"NUMBER, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," OTHER","FLUENSULFONE",50410,NA,"NUMBER, AVG"
2023,"YEAR","STATE","FLORIDA","12"," APPLICATIONS ","CHEMICAL"," OTHER","GIBBERELLIC ACID",43801,NA,"NUMBER, AVG"
2023,"YEAR","STATE","FLORIDA","12"," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"433,556,000","$"
2023,"YEAR","STATE","FLORIDA","12"," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"2,960,000","CWT"
2023,"YEAR","STATE","FLORIDA","12"," TREATED ","CHEMICAL"," FUNGICIDE","OXATHIAPIPROLIN",128111,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","FLORIDA","12"," TREATED ","CHEMICAL"," FUNGICIDE","PYRIOFENONE",28828,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","FLORIDA","12"," TREATED ","CHEMICAL"," FUNGICIDE","ZOXAMIDE",101702,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","FLORIDA","12"," TREATED ","CHEMICAL"," HERBICIDE","METSULFURON-METHYL",122010,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","FLORIDA","12"," TREATED ","CHEMICAL"," HERBICIDE","PENOXSULAM",119031,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","FLORIDA","12"," TREATED ","CHEMICAL"," HERBICIDE","S-METOLACHLOR",108800,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","FLORIDA","12"," TREATED ","CHEMICAL"," INSECTICIDE","BETA-CYFLUTHRIN",118831,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","FLORIDA","12"," TREATED ","CHEMICAL"," INSECTICIDE","ETHYL (2E;4Z)-DECADIENOATE",144022,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","FLORIDA","12"," TREATED ","CHEMICAL"," INSECTICIDE","OXAMYL",103801,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","FLORIDA","12"," TREATED ","CHEMICAL"," OTHER","CUPRAMMONIUM ACETATE",36011,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","FLORIDA","12"," TREATED ","CHEMICAL"," OTHER","DODECADIEN-1-OL",129028,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","FLORIDA","12"," TREATED ","CHEMICAL"," OTHER","FLUENSULFONE",50410,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","FLORIDA","12"," TREATED ","CHEMICAL"," OTHER","GIBBERELLIC ACID",43801,NA,"PCT OF AREA BEARING, AVG"
2023,"YEAR","STATE","FLORIDA","12"," YIELD ","TOTAL",NA,"NOT SPECIFIED",NA,"210","CWT / ACRE"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN",128810,"100","LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727",16489,"(NA)","LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","BOSCALID",128008,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","CAPTAN",81301,"144,000","LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","CHLOROTHALONIL",81901,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","COPPER CHLORIDE HYD.",23501,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","COPPER HYDROXIDE",23401,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","CYFLUFENAMID",555550,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","CYMOXANIL",129106,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","CYPRODINIL",288202,"9,700","LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","DIFENOCONAZOLE",128847,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","FAMOXADONE",113202,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","FENHEXAMID",90209,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","FLUDIOXONIL",71503,"6,100","LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","FLUOPYRAM",80302,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","FLUXAPYROXAD",138009,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","FOSETYL-AL",123301,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","IPRODIONE",109801,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","ISOFETAMID",270000,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","MANCOZEB",14504,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","MEFENOXAM",113502,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","MONO-POTASSIUM SALT",76416,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","PENTHIOPYRAD",90112,NA,"LB"
2023,"YEAR","STATE","FLORIDA","12"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","PROPICONAZOLE",122101,NA,"LB"
